net_df trained on n2=100 sparse 
2022-06-30 16:53:47.204056
0 | -165.7181854248047 | 163.83504829406738 | 153.90497436523438 | 409.35 | 413.5 | 0.0019007512601092458 | 0.004880088464923126
1 | -173.94956970214844 | 177.2891429901123 | 173.6447784423828 | 431.325 | 427.8 | 0.047559309750795364 | 0.004532091636218621
2 | -124.05330657958984 | 170.77052726745606 | 165.56724548339844 | 432.9 | 425.0 | 0.000996015383861959 | 0.003990073868116559
3 | -172.87899780273438 | 178.6745506286621 | 177.7230438232422 | 437.4 | 437.0 | 0.07256999611854553 | 0.003307091636218621
4 | -181.6549835205078 | 180.48871154785155 | 178.8676315307617 | 444.05 | 440.3 | 0.004939268808811903 | 0.0025499999999999997
5 | -176.7489776611328 | 180.13177223205565 | 178.07274322509767 | 439.275 | 441.6 | 0.05153455585241318 | 0.0017929083637813791
6 | -178.52911376953125 | 180.26519317626952 | 180.51242218017578 | 442.075 | 442.3 | 0.018886012956500053 | 0.001109926131883441
7 | -175.57179260253906 | 180.90373001098632 | 177.82679595947266 | 443.725 | 438.7 | 0.005381123162806034 | 0.000567908363781379
8 | -180.28785705566406 | 182.4776096343994 | 180.19720001220702 | 444.9 | 437.1 | 0.007894495502114296 | 0.00021991153507687386
9 | -181.8441162109375 | 183.33785438537598 | 179.04228973388672 | 443.825 | 441.0 | 0.0068692308850586414 | 0.005
10 | -172.3302459716797 | 175.10711593627929 | 165.58051147460938 | 436.725 | 434.5 | 0.035379014909267426 | 0.004969836434458088
11 | -181.2280731201172 | 182.72913398742676 | 180.1332580566406 | 444.7 | 446.1 | 0.009010187350213528 | 0.004880088464923126
12 | -172.02195739746094 | 178.98030700683594 | 177.94213256835937 | 441.45 | 434.8 | 0.002204789547249675 | 0.004732965984261501
13 | -177.53839111328125 | 178.62701072692872 | 174.6631820678711 | 445.25 | 437.0 | 0.01661667227745056 | 0.004532091636218621
14 | -165.92462158203125 | 165.6034885406494 | 164.41605224609376 | 420.55 | 418.5 | 0.0004218328685965389 | 0.004282411613907041
15 | -176.58775329589844 | 179.94038047790528 | 177.75165557861328 | 443.75 | 436.7 | 0.021286476403474808 | 0.003990073868116559
16 | -179.49241638183594 | 182.2458396911621 | 182.47202911376954 | 443.45 | 441.3 | 0.011899519711732864 | 0.0036622767243618894
17 | -178.616455078125 | 182.75452613830566 | 183.4745620727539 | 444.775 | 441.2 | 0.004930218681693077 | 0.003307091636218621
18 | -181.20864868164062 | 182.86730613708497 | 182.5702117919922 | 446.05 | 441.8 | 0.008461457677185535 | 0.0029332644393485654
19 | -182.5242462158203 | 183.5489345550537 | 185.84568634033204 | 444.6 | 442.6 | 0.00526938121765852 | 0.0025499999999999997
20 | -169.3181610107422 | 174.83035011291503 | 171.7644470214844 | 436.375 | 434.6 | 0.06020669639110565 | 0.002166735560651435
21 | -171.9390106201172 | 177.7120334625244 | 173.96778106689453 | 438.625 | 436.2 | 0.04733944311738014 | 0.0017929083637813791
22 | -167.03306579589844 | 176.75482864379882 | 174.71487579345703 | 438.125 | 432.6 | 0.09517966955900192 | 0.0014377232756381106
23 | -174.77687072753906 | 181.33952598571778 | 178.26361236572265 | 444.975 | 440.2 | 0.020054906606674194 | 0.001109926131883441
24 | -178.85690307617188 | 183.14865684509277 | 180.25543975830078 | 445.225 | 443.6 | 0.011426208540797234 | 0.0008175883860929588
25 | -181.3396759033203 | 182.9914165496826 | 182.1877182006836 | 446.05 | 443.0 | 0.011498737148940563 | 0.000567908363781379
26 | -179.614501953125 | 182.89269065856934 | 181.50335540771485 | 446.275 | 443.6 | 0.014097068458795547 | 0.0003670340157384989
27 | -180.248046875 | 182.3026973724365 | 179.716162109375 | 446.275 | 442.4 | 0.015347671695053577 | 0.00021991153507687386
28 | -179.6421661376953 | 182.825581741333 | 182.75460052490234 | 445.725 | 440.8 | 0.014722784049808979 | 0.00013016356554191273
29 | -179.79226684570312 | 183.54011154174805 | 181.58253479003906 | 444.575 | 444.1 | 0.012494612485170364 | 0.005
30 | -160.5461883544922 | 176.03221702575684 | 172.08213806152344 | 439.325 | 431.3 | 0.0026636342518031597 | 0.004992447467646164
31 | -103.61201477050781 | 160.13608570098876 | 165.67367248535157 | 412.1 | 426.0 | 0.7608538866043091 | 0.004969836434458088
32 | -176.6759796142578 | 171.4105411529541 | 166.89070587158204 | 436.675 | 428.2 | 0.00394973112270236 | 0.004932306304974308
33 | -157.28994750976562 | 173.9456642150879 | 170.21996612548827 | 433.55 | 427.0 | 0.0015436902176588774 | 0.004880088464923126
34 | -162.14874267578125 | 171.1253173828125 | 166.30150299072267 | 434.25 | 435.9 | 0.0919291079044342 | 0.004813504854652653
35 | -167.6837921142578 | 175.93458862304686 | 174.49176635742188 | 441.5 | 434.4 | 0.08932312577962875 | 0.004732965984261501
36 | -172.2860870361328 | 175.82032623291016 | 171.83083801269532 | 441.05 | 433.1 | 0.015685994178056717 | 0.004638968402667526
37 | -162.3909149169922 | 172.15881690979003 | 169.33919982910157 | 431.025 | 427.0 | 0.003931679762899876 | 0.004532091636218621
38 | -176.18624877929688 | 178.6400619506836 | 175.82121734619142 | 442.75 | 437.2 | 0.013314139097929 | 0.004412994615720076
39 | -165.18179321289062 | 179.74861602783204 | 177.98475341796876 | 436.775 | 429.8 | 0.0020513543859124184 | 0.004282411613907041
40 | -176.2439727783203 | 181.7867073059082 | 177.49619140625 | 444.35 | 439.5 | 0.010668173432350159 | 0.004141147718408951
