Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
Exp df, 1.9000000953674316,3.1000003814697266,9.800000190734863,19.5,35.79999923706055
DNI df, 14.0,16.0,33.0,56.0,90.0
Exp 2s, 0.0,2.5,8.5,12.5,25.100000381469727
DNI 2s, 0.0,3.0,12.0,19.0,45.0
Exp rnd, 2.5,2.3999998569488525,6.599999904632568,20.0,31.700000762939453
DNI rnd, 3.0,6.0,19.0,33.0,96.0
Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
Exp df, 1.9999998807907104,3.4000000953674316,11.40000057220459,15.600000381469727,32.5
DNI df, 7.0,11.0,23.0,61.0,97.0
Exp 2s, 2.200000047683716,2.200000047683716,11.100000381469727,17.649999618530273,36.23999786376953
DNI 2s, 12.0,12.0,35.0,51.0,85.0
Exp rnd, 1.9999998807907104,2.1000001430511475,6.5,14.59999942779541,28.25
DNI rnd, 6.0,9.0,13.0,25.0,83.0
Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
Exp df, 4.000000476837158,7.000000953674316,12.39000129699707,24.590002059936523,50.84000015258789
DNI df, 33.0,46.0,92.0,145.0,212.0
Exp 2s, 1.0,3.0,6.299999713897705,18.5,30.75
DNI 2s, 1.0,3.0,11.0,34.0,60.0
Exp rnd, 1.2999999523162842,1.0,6.400000095367432,15.200000762939453,36.20000076293945
DNI rnd, 2.0,7.0,24.0,36.0,91.0
Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
Exp df, 1.2000001668930054,5.100000381469727,12.299999237060547,20.899999618530273,37.38999938964844
DNI df, 10.0,18.0,38.0,52.0,118.0
Exp 2s, 3.200000286102295,6.5,12.5,19.80000114440918,35.9900016784668
DNI 2s, 17.0,28.0,44.0,94.0,134.0
Exp rnd, 2.6000003814697266,1.7000000476837158,11.600000381469727,19.799999237060547,28.400001525878906
DNI rnd, 1.0,4.0,28.0,35.0,88.0
Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
Exp df, 5.90000057220459,8.000001907348633,16.000001907348633,28.890003204345703,47.38999938964844
DNI df, 47.0,63.0,106.0,151.0,212.0
Exp 2s, 2.0999999046325684,3.6000001430511475,6.90000057220459,20.399999618530273,38.189998626708984
DNI 2s, 5.0,11.0,22.0,69.0,148.0
Exp rnd, 1.5,2.9000000953674316,6.900000095367432,11.299999237060547,31.799999237060547
DNI rnd, 1.0,6.0,24.0,39.0,81.0
Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
Exp df, 0.0,0.0,0.0,0.0,0.0
DNI df, 0.0,0.0,0.0,0.0,0.0
Exp 2s, 1.0,3.5999999046325684,10.699999809265137,18.149999618530273,34.80000305175781
DNI 2s, 2.0,7.0,28.0,47.0,75.0
Exp rnd, 1.0,4.600000381469727,8.100000381469727,13.300000190734863,35.099998474121094
DNI rnd, 4.0,3.0,42.0,55.0,67.0
Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
Exp df, 5.90000057220459,7.40000057220459,12.700000762939453,24.740001678466797,47.2400016784668
DNI df, 36.0,50.0,87.0,140.0,202.0
Exp 2s, 5.200000762939453,6.400001525878906,12.890000343322754,19.5,35.900001525878906
DNI 2s, 46.0,63.0,81.0,112.0,153.0
Exp rnd, 0.19999998807907104,2.200000047683716,5.0,10.299999237060547,32.599998474121094
DNI rnd, 1.0,8.0,25.0,56.0,79.0
Exp grd, 15.40000057220459,25.400001525878906,55.400001525878906,85.53998565673828,135.48997497558594
DNI grd, 46.0,61.0,101.0,196.0,299.0
Exp deg, 4.000000476837158,8.090002059936523,11.89000129699707,27.290000915527344,49.44000244140625
DNI deg, 33.0,58.0,83.0,157.0,221.0
